name,n_angles,angles_range,sampling_frecuency,aperture_width,element_width,pitch,image_depth,type,source,set,path,RF,IQ,n_samples,n_channels,zlims,center_frecuency
TSH147,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH147.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH148,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH148.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH149,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH149.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH150,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH150.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH151,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH151.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH152,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH152.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH153,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH153.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH154,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH154.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH155,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH155.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH156,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH156.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH157,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH157.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH158,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH158.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH159,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH159.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH160,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH160.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH161,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH161.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH162,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH162.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH163,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH163.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH164,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH164.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH165,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH165.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH166,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH166.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH167,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH167.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH168,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH168.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH169,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH169.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH170,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH170.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH171,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH171.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH172,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH172.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH173,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH173.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH174,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH174.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH175,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH175.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH176,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH176.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH177,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH177.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH178,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH178.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH179,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH179.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH180,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH180.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH181,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH181.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH182,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH182.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH183,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH183.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH184,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH184.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH185,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH185.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH186,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH186.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH187,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH187.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH188,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH188.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH189,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH189.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH190,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH190.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH191,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH191.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH192,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH192.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH193,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH193.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH194,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH194.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH195,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH195.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH196,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH196.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH197,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH197.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH198,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH198.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH199,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH199.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH200,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH200.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH201,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH201.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH202,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH202.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH203,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH203.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH204,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH204.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH205,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH205.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH206,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH206.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH207,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH207.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH208,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH208.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH209,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH209.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH210,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH210.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH211,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH211.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH212,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH212.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH213,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH213.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH214,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH214.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH215,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH215.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH216,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH216.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH217,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH217.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH218,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH218.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH219,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH219.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH220,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH220.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH221,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH221.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH222,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH222.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH223,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH223.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH224,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH224.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH225,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH225.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH226,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH226.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH227,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH227.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH228,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH228.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH229,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH229.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH230,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH230.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH231,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH231.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH232,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH232.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH233,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH233.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH234,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH234.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH235,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH235.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH236,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH236.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH237,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH237.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH238,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH238.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH239,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH239.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH240,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH240.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH241,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH241.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH242,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH242.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH243,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH243.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH244,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH244.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH245,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH245.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH246,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH246.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH247,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH247.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH248,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH248.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
TSH249,31,"[-15, 15]",6.25,38.37,0.27,0.3,40.0,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH249.hdf5,1,1,2048,128,"[10e-3, 45e-3]",7.5
